identifier,ability,abilityOperator,abilityText,abilityUnit,enhanceValues,h
rune_ability_1993_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1993_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1994_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1994_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1995_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1995_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1996_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1996_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1997_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1997_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1998_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1998_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1999_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1999_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2000_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2000_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2001_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2001_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2002_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2002_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.42|0.49|0.56|0.63|0.63|0.63,
rune_ability_2003_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2003_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_2004_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2004_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_2005_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2005_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2006_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2006_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2007_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2007_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_2008_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2008_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2009_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2009_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2010_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2010_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2011_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2011_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2012_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.008|0.011,
rune_ability_2013_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.011|0.013|0.016,
rune_ability_2014_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.014|0.017|0.019|0.022,
rune_ability_2014_1,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_2015_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.02|0.023|0.025|0.028|0.03,
rune_ability_2015_1,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.09|0.11|0.13|0.13|0.13,
rune_ability_2016_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.03|0.032|0.035|0.037|0.04|0.042,
rune_ability_2016_1,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.12|0.14|0.16|0.18|0.18|0.18,
rune_ability_2017_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.008|0.011,
rune_ability_2018_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.011|0.013|0.016,
rune_ability_2019_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.014|0.017|0.019|0.022,
rune_ability_2019_1,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.07|0.09|0.09|0.09,
rune_ability_2020_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.02|0.023|0.025|0.028|0.03,
rune_ability_2020_1,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.09|0.11|0.13|0.13|0.13,
rune_ability_2021_0,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.03|0.032|0.035|0.037|0.04|0.042,
rune_ability_2021_1,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.12|0.14|0.16|0.18|0.18|0.18,
rune_ability_2022_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.008|0.011,
rune_ability_2023_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.011|0.013|0.016,
rune_ability_2024_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.014|0.017|0.019|0.022,
rune_ability_2024_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_2025_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.02|0.023|0.025|0.028|0.03,
rune_ability_2025_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2026_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.03|0.032|0.035|0.037|0.04|0.042,
rune_ability_2026_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2027_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.008|0.011,
rune_ability_2028_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.011|0.013|0.016,
rune_ability_2029_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.014|0.017|0.019|0.022,
rune_ability_2029_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_2030_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.02|0.023|0.025|0.028|0.03,
rune_ability_2030_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2031_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.03|0.032|0.035|0.037|0.04|0.042,
rune_ability_2031_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2032_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.07|0.09,
rune_ability_2033_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.09|0.11|0.13,
rune_ability_2034_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.12|0.14|0.16|0.18,
rune_ability_2034_1,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_2035_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.17|0.19|0.21|0.23|0.25,
rune_ability_2035_1,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.011|0.013|0.016|0.016|0.016,
rune_ability_2036_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.25|0.27|0.29|0.31|0.33|0.35,
rune_ability_2036_1,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.014|0.017|0.019|0.022|0.022|0.022,
rune_ability_2037_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.07|0.09,
rune_ability_2038_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.09|0.11|0.13,
rune_ability_2039_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.12|0.14|0.16|0.18,
rune_ability_2039_1,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_2040_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.17|0.19|0.21|0.23|0.25,
rune_ability_2040_1,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.011|0.013|0.016|0.016|0.016,
rune_ability_2041_0,buildingSpecialAttackModifier_fireTurret,+,Fire Turret Super Shot Damage,%,0.25|0.27|0.29|0.31|0.33|0.35,
rune_ability_2041_1,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.014|0.017|0.019|0.022|0.022|0.022,
rune_ability_2042_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.008|0.011,
rune_ability_2043_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.011|0.013|0.016,
rune_ability_2044_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.014|0.017|0.019|0.022,
rune_ability_2044_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_2045_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.02|0.023|0.025|0.028|0.03,
rune_ability_2045_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2046_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.03|0.032|0.035|0.037|0.04|0.042,
rune_ability_2046_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2047_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.008|0.011,
rune_ability_2048_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.011|0.013|0.016,
rune_ability_2049_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.014|0.017|0.019|0.022,
rune_ability_2049_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_2050_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.02|0.023|0.025|0.028|0.03,
rune_ability_2050_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2051_0,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.03|0.032|0.035|0.037|0.04|0.042,
rune_ability_2051_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2052_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.013|0.017,
rune_ability_2053_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.017|0.021|0.025,
rune_ability_2054_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2054_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2055_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2055_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.25|0.32|0.32|0.32,
rune_ability_2056_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2056_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.14|0.18|0.18|0.18,
rune_ability_2057_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2057_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.14|0.18|0.18|0.18,
rune_ability_2058_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2058_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2059_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2059_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_2060_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2060_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.14|0.18|0.18|0.18,
rune_ability_2061_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2061_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2062_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2062_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2063_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2063_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2064_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
rune_ability_2064_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.013|0.017|0.017|0.017,
rune_ability_2065_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2065_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2066_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2066_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_2067_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2067_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_2068_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2068_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_2069_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2069_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2070_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2070_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2071_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2071_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_2072_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2072_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2073_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2073_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2074_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2074_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2075_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_2075_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2076_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2076_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2077_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2077_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.42|0.49|0.56|0.63|0.63|0.63,
rune_ability_2078_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2078_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_2079_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2079_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_2080_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2080_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2081_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2081_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2082_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2082_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_2083_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2083_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2084_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2084_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2085_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2085_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2086_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_2086_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2087_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.013|0.017,
rune_ability_2088_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.017|0.021|0.025,
rune_ability_2089_0,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Resist,%,0.023|0.027|0.03|0.034,
